"","BPS_ID","EVT_ID","freq","acres","BPS_NAME","bps_acres","EVT_NAME","evt_acres"
"1",11,7292,1451251,322751,"BPS  Open Water",322750,"EVT  Open Water",322750
"2",31,9064,44,10,"BPS  Barren-Rock/Sand/Clay",12,"EVT  Central Interior Acidic Cliff and Talus",10
"3",31,9065,9,2,"BPS  Barren-Rock/Sand/Clay",12,"EVT  Central Interior Calcareous Cliff and Talus",2
"4",31,9101,1,0,"BPS  Barren-Rock/Sand/Clay",12,"EVT  Great Lakes Dune",0
"5",1561,7299,2,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Developed-Roads",728924
"6",1561,7310,3,1,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"7",1561,7311,21,5,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"8",1561,7314,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Maple-Basswood Forest",494386
"9",1561,7395,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Oak Barrens Woodland",22708
"10",1561,7412,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"11",1561,7481,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",3265
"12",1561,7974,17,4,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Eastern Cool Temperate Row Crop",6198921
"13",1561,7975,3,1,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"14",1561,7977,33,7,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"15",1561,9179,42,9,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Floodplain Forest",277980
"16",1561,9180,2,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Freshwater Marsh",48451
"17",1561,9183,32,7,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Shrub Swamp",7263
"18",1561,9314,12,3,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"19",1561,9317,4,1,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Northern & Central Ruderal Shrubland",18466
"20",1561,9318,86,19,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"21",1561,9679,4,1,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Floodplain Shrubland",6004
"22",1561,9683,4,1,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  North-Central Interior Wet Meadow",28377
"23",1561,9817,17,4,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",64,"EVT  Northern & Central Ruderal Meadow",373281
"24",1562,7238,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Laurentian-Acadian Northern Oak Forest",19111
"25",1562,7239,28,6,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Laurentian-Acadian Northern Pine-(Oak) Forest",53718
"26",1562,7310,30,7,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"27",1562,7311,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"28",1562,7314,2,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  North-Central Interior Maple-Basswood Forest",494386
"29",1562,7362,15,3,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Laurentian-Acadian Northern Pine Forest",41936
"30",1562,7517,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Paleozoic Plateau Bluff and Talus Woodland",119828
"31",1562,7907,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"32",1562,7975,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"33",1562,7977,7,2,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"34",1562,9178,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"35",1562,9179,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  North-Central Interior Floodplain Forest",277980
"36",1562,9312,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Northeastern North American Temperate Forest Plantation",52847
"37",1562,9314,2,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"38",1562,9315,10,2,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Northern & Central Native Ruderal Forest",273375
"39",1562,9317,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Northern & Central Ruderal Shrubland",18466
"40",1562,9817,1,0,"BPS  Laurentian-Acadian Northern Hardwoods Forest-Hemlock",23,"EVT  Northern & Central Ruderal Meadow",373281
"41",1563,7238,2087,464,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Northern Oak Forest",19111
"42",1563,7239,3707,824,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Northern Pine-(Oak) Forest",53718
"43",1563,7240,5,1,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Hardwood Forest",126
"44",1563,7241,2,0,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest",145
"45",1563,7242,400,89,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian Oak Barrens",6606
"46",1563,7243,411,91,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian Pine-Oak Barrens",8315
"47",1563,7286,25,6,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Paleozoic Plateau Bluff and Talus Herbaceous",1525
"48",1563,7290,29,6,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Oak Barrens Herbaceous",773
"49",1563,7295,402,89,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"50",1563,7296,5554,1235,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Developed-Low Intensity",156959
"51",1563,7297,2293,510,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Developed-Medium Intensity",84822
"52",1563,7298,740,165,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Developed-High Intensity",30918
"53",1563,7299,40509,9009,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Developed-Roads",728924
"54",1563,7302,581,129,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Northern Hardwoods Forest",11173
"55",1563,7310,320892,71365,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"56",1563,7311,15900,3536,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"57",1563,7314,67154,14935,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Maple-Basswood Forest",494386
"58",1563,7362,1614,359,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Northern Pine Forest",41936
"59",1563,7395,986,219,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Oak Barrens Woodland",22708
"60",1563,7407,397,88,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian Pine Barrens",10567
"61",1563,7412,19,4,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"62",1563,7421,233,52,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Central Tallgrass Prairie",15072
"63",1563,7481,241,54,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",3265
"64",1563,7488,4,1,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"65",1563,7517,3101,690,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Paleozoic Plateau Bluff and Talus Woodland",119828
"66",1563,7905,4104,913,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"67",1563,7906,441,98,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"68",1563,7907,959,213,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"69",1563,7908,5350,1190,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"70",1563,7909,2645,588,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"71",1563,7925,1037,231,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"72",1563,7926,49,11,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Developed Evergreen Forest",1132
"73",1563,7927,579,129,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"74",1563,7928,65,14,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Developed Shrubland",1679
"75",1563,7929,2350,523,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"76",1563,7970,218,48,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Orchard",2037
"77",1563,7972,26,6,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Bush fruit and berries",157
"78",1563,7973,8323,1851,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"79",1563,7974,202160,44959,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Row Crop",6198921
"80",1563,7975,65049,14467,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"81",1563,7976,19530,4343,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"82",1563,7977,128679,28618,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"83",1563,7978,2028,451,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Eastern Cool Temperate Wheat",22853
"84",1563,9112,54,12,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian Jack Pine-Red Pine Forest",1733
"85",1563,9117,28,6,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Floodplain Forest",1308
"86",1563,9120,60,13,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Laurentian-Acadian Wet Meadow",3715
"87",1563,9177,442,98,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"88",1563,9178,1887,420,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"89",1563,9179,3542,788,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Floodplain Forest",277980
"90",1563,9180,193,43,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Freshwater Marsh",48451
"91",1563,9182,34,8,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Shrub Alkaline Fen",258
"92",1563,9183,207,46,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Shrub Swamp",7263
"93",1563,9312,2648,589,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northeastern North American Temperate Forest Plantation",52847
"94",1563,9314,3033,675,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"95",1563,9315,33652,7484,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northern & Central Native Ruderal Forest",273375
"96",1563,9317,816,181,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northern & Central Ruderal Shrubland",18466
"97",1563,9318,2198,489,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"98",1563,9677,3,1,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior and Appalachian Acidic Peatland Shrubland",562
"99",1563,9679,182,40,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Floodplain Shrubland",6004
"100",1563,9682,3,1,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Graminoid Alkaline Fen",754
"101",1563,9683,311,69,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  North-Central Interior Wet Meadow",28377
"102",1563,9817,11323,2518,"BPS  North-Central Interior Dry-Mesic Oak Forest and Woodland",216055,"EVT  Northern & Central Ruderal Meadow",373281
"103",1564,7238,98,22,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Northern Oak Forest",19111
"104",1564,7239,324,72,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Northern Pine-(Oak) Forest",53718
"105",1564,7240,4,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Hardwood Forest",126
"106",1564,7242,29,6,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian Oak Barrens",6606
"107",1564,7243,23,5,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian Pine-Oak Barrens",8315
"108",1564,7290,1,0,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Oak Barrens Herbaceous",773
"109",1564,7295,236,52,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"110",1564,7296,791,176,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Developed-Low Intensity",156959
"111",1564,7297,382,85,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Developed-Medium Intensity",84822
"112",1564,7298,111,25,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Developed-High Intensity",30918
"113",1564,7299,4681,1041,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Developed-Roads",728924
"114",1564,7302,95,21,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Northern Hardwoods Forest",11173
"115",1564,7310,18217,4051,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"116",1564,7311,1465,326,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"117",1564,7314,2056,457,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Maple-Basswood Forest",494386
"118",1564,7362,671,149,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Northern Pine Forest",41936
"119",1564,7395,307,68,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Oak Barrens Woodland",22708
"120",1564,7407,48,11,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian Pine Barrens",10567
"121",1564,7412,10,2,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"122",1564,7421,76,17,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Central Tallgrass Prairie",15072
"123",1564,7481,6,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",3265
"124",1564,7488,1,0,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"125",1564,7517,186,41,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Paleozoic Plateau Bluff and Talus Woodland",119828
"126",1564,7905,335,75,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"127",1564,7906,31,7,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"128",1564,7907,70,16,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
"129",1564,7908,660,147,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Urban Herbaceous",120394
"130",1564,7909,277,62,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Urban Shrubland",57812
"131",1564,7925,108,24,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Developed Deciduous Forest",22425
"132",1564,7926,8,2,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Developed Evergreen Forest",1132
"133",1564,7927,71,16,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Developed Mixed Forest",9472
"134",1564,7928,9,2,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Developed Shrubland",1679
"135",1564,7929,265,59,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Developed Herbaceous",48885
"136",1564,7970,13,3,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Orchard",2037
"137",1564,7972,3,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Bush fruit and berries",157
"138",1564,7973,614,137,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Row Crop - Close Grown Crop",108714
"139",1564,7974,20602,4582,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Row Crop",6198921
"140",1564,7975,5863,1304,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Close Grown Crop",898359
"141",1564,7976,2010,447,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Fallow/Idle Cropland",361253
"142",1564,7977,10750,2391,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Pasture and Hayland",2060384
"143",1564,7978,82,18,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Eastern Cool Temperate Wheat",22853
"144",1564,9112,5,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian Jack Pine-Red Pine Forest",1733
"145",1564,9117,1,0,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Floodplain Forest",1308
"146",1564,9120,3,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Laurentian-Acadian Wet Meadow",3715
"147",1564,9177,68,15,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",23313
"148",1564,9178,250,56,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior and Appalachian Rich Swamp",61048
"149",1564,9179,222,49,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Floodplain Forest",277980
"150",1564,9180,25,6,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Freshwater Marsh",48451
"151",1564,9183,24,5,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Shrub Swamp",7263
"152",1564,9312,669,149,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northeastern North American Temperate Forest Plantation",52847
"153",1564,9314,295,66,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northern & Central Native Ruderal Flooded & Swamp Forest",35002
"154",1564,9315,2224,495,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northern & Central Native Ruderal Forest",273375
"155",1564,9317,137,30,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northern & Central Ruderal Shrubland",18466
"156",1564,9318,404,90,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northern & Central Ruderal Wet Meadow & Marsh",28764
"157",1564,9677,3,1,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior and Appalachian Acidic Peatland Shrubland",562
"158",1564,9679,9,2,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Floodplain Shrubland",6004
"159",1564,9683,77,17,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  North-Central Interior Wet Meadow",28377
"160",1564,9817,1482,330,"BPS  North-Central Interior Dry Oak Forest and Woodland",17233,"EVT  Northern & Central Ruderal Meadow",373281
"161",1566,7238,2681,596,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Northern Oak Forest",19111
"162",1566,7239,6525,1451,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Northern Pine-(Oak) Forest",53718
"163",1566,7241,3,1,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Pine-Hemlock-Hardwood Forest",145
"164",1566,7242,68,15,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian Oak Barrens",6606
"165",1566,7243,20,4,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian Pine-Oak Barrens",8315
"166",1566,7286,145,32,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Paleozoic Plateau Bluff and Talus Herbaceous",1525
"167",1566,7290,9,2,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Oak Barrens Herbaceous",773
"168",1566,7295,419,93,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",4537
"169",1566,7296,18862,4195,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Developed-Low Intensity",156959
"170",1566,7297,8643,1922,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Developed-Medium Intensity",84822
"171",1566,7298,2869,638,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Developed-High Intensity",30918
"172",1566,7299,142235,31632,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Developed-Roads",728924
"173",1566,7302,680,151,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Northern Hardwoods Forest",11173
"174",1566,7310,660350,146858,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Dry-Mesic Oak Forest and Woodland",2782040
"175",1566,7311,21844,4858,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Dry Oak Forest and Woodland",259395
"176",1566,7314,222393,49459,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Maple-Basswood Forest",494386
"177",1566,7362,3091,687,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Northern Pine Forest",41936
"178",1566,7366,2,0,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Pine-Hemlock Forest",96
"179",1566,7394,2,0,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Oak Savanna",141
"180",1566,7395,1404,312,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Oak Barrens Woodland",22708
"181",1566,7407,74,16,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian Pine Barrens",10567
"182",1566,7412,148,33,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Sand and Gravel Tallgrass Prairie",2099
"183",1566,7421,1500,334,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Central Tallgrass Prairie",15072
"184",1566,7481,47,10,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",3265
"185",1566,7488,63,14,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Eastern Great Plains Wet Meadow-Prairie-Marsh",4935
"186",1566,7517,7422,1651,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Paleozoic Plateau Bluff and Talus Woodland",119828
"187",1566,7518,1,0,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  North-Central Interior Wet Flatwoods",94
"188",1566,7905,11259,2504,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Eastern Cool Temperate Urban Deciduous Forest",53799
"189",1566,7906,1145,255,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Eastern Cool Temperate Urban Evergreen Forest",6185
"190",1566,7907,3075,684,"BPS  North-Central Interior Maple-Basswood Forest",630795,"EVT  Eastern Cool Temperate Urban Mixed Forest",15096
